make,price,year,kilometer,fuel type,transmission,color,owner,seller type,engine,seating capacity,fuel tank capacity
Honda,750000,2018,75000,Diesel,Manual,White,First,Individual,1498.0,5.0,40.0
Toyota,465000,2014,82000,Diesel,Manual,Silver,First,Individual,1364.0,5.0,45.0
Kia,1325000,2021,20000,Petrol,Manual,Maroon,First,Individual,998.0,5.0,45.0
Maruti Suzuki,175000,2008,65000,Diesel,Manual,Silver,Second,Individual,1248.0,5.0,42.0
Land Rover,8900000,2020,88000,Petrol,Automatic,White,First,Individual,1997.0,5.0,52.00220966084276
Mercedes-Benz,950000,2011,65000,Petrol,Automatic,Black,Second,Individual,1991.0,5.0,80.0
Maruti Suzuki,275000,2011,65000,Diesel,Manual,White,First,Individual,1248.0,5.0,42.0
Maruti Suzuki,265000,2011,41000,Petrol,Manual,Brown,Second,Individual,998.0,5.0,35.0
Toyota,1000000,2010,127000,Diesel,Manual,White,Third,Individual,2982.0,7.0,80.0
Honda,730000,2016,51834,Petrol,Manual,Grey,Second,Individual,1497.0,5.0,40.0
Jeep,1495000,2018,28000,Petrol,Automatic,Silver,First,Individual,1368.0,5.0,60.0
Mercedes-Benz,1150000,2014,39000,Petrol,Automatic,White,Second,Individual,1595.0,5.0,50.0
Honda,590000,2015,116592,Petrol,Automatic,Brown,First,Individual,1497.0,5.0,40.0
Mercedes-Benz,2450000,2014,80000,Diesel,Automatic,White,First,Individual,2143.0,5.0,66.0
Chevrolet,299000,2014,32000,Petrol,Manual,Silver,First,Individual,1199.0,5.0,42.0
Mercedes-Benz,2850000,2016,21200,Diesel,Automatic,Silver,First,Individual,2143.0,5.0,66.0
Mahindra,2765000,2022,75,Petrol,Automatic,Blue,First,Individual,1997.0,7.0,60.0
Maruti Suzuki,365000,2014,75693,CNG,Manual,Grey,Second,Individual,998.0,5.0,35.0
Maruti Suzuki,850000,2018,85000,Diesel,Manual,Maroon,First,Individual,1248.0,5.0,48.0
Honda,480000,2015,49000,Petrol,Manual,Grey,First,Individual,1497.0,5.0,40.0
Hyundai,345000,2016,71000,Diesel,Manual,White,Second,Individual,1120.0,5.0,43.0
Mercedes-Benz,5950000,2017,80000,Petrol,Automatic,Black,First,Individual,2996.0,5.0,100.0
Hyundai,891000,2016,47000,Petrol,Manual,White,First,Individual,1591.0,5.0,60.0
Maruti Suzuki,925000,2021,48000,Petrol,Manual,White,First,Individual,1462.0,5.0,48.0
Hyundai,409999,2014,68000,Diesel,Manual,Silver,First,Individual,1396.0,5.0,45.0
Maruti Suzuki,245000,2014,79000,Petrol,Manual,White,Second,Individual,1197.0,5.0,43.0
Mahindra,850000,2016,90300,Diesel,Manual,White,First,Individual,2179.0,7.0,70.0
Hyundai,275000,2014,83000,Petrol,Manual,White,Second,Individual,814.0,5.0,32.0
Ford,240000,2013,73000,Petrol,Manual,Silver,First,Individual,1196.0,5.0,45.0
BMW,4290000,2018,60474,Diesel,Automatic,White,First,Individual,1995.0,5.0,65.0
Mahindra,670000,2017,72000,Diesel,Manual,White,First,Individual,1493.0,7.0,52.00220966084276
